latitude,longitude,brightness,acq_date,acq_time,confidence,bright_t31,daynight,elevation,slope,aspect,hist_temp,hist_humidity,hist_wind_speed,hist_wind_dir
41.1865,-123.3784,409.9,2020-09-13,2025,100,304.9,D,1069.915771484375,89.99943542480469,340.6134033203125,27.7,15,13.3,193
39.5993,-123.0069,305.4,2020-09-13,644,17,290.7,N,883.9840087890625,89.99362182617188,359.984619140625,18.2,35,1.1,108
37.4467,-119.2684,307.7,2020-09-13,920,31,287.6,N,,,,6.5,35,6.0,65
41.0734,-123.3275,301.0,2020-09-14,549,37,281.3,N,1129.255615234375,89.99922180175781,21.538679122924805,17.3,43,2.0,135
34.2289,-118.0391,363.1,2020-09-14,1928,100,302.1,D,-32768.0,0.0,-0.0,28.1,16,8.7,150
34.1154,-116.9441,368.0,2020-09-14,1003,100,292.0,N,593.4010620117188,89.99502563476562,321.33447265625,10.7,60,10.3,102
39.8212,-121.2516,372.3,2020-09-15,1832,100,304.8,D,54.99166488647461,89.99800872802734,356.4207763671875,25.3,15,13.7,198
40.0449,-123.0827,372.9,2020-09-15,1832,100,302.5,D,1307.4033203125,89.99754333496094,157.3853302001953,25.0,5,13.2,191
40.0491,-122.9466,313.5,2020-09-15,1045,55,285.3,N,546.8626708984375,89.9985580444336,174.8078155517578,8.3,35,5.8,97
40.2978,-123.2827,321.0,2020-09-15,632,60,292.2,N,1034.115234375,89.98938751220703,180.0,13.3,32,1.3,124
34.2108,-118.0543,305.1,2020-09-16,951,61,294.1,N,-32768.0,0.0,-0.0,16.3,18,4.1,345
39.4976,-123.0076,353.3,2020-09-16,1915,97,302.1,D,1147.2303466796875,89.99796295166016,153.44033813476562,26.3,14,10.4,214
37.0239,-119.3777,314.0,2020-09-16,950,88,292.6,N,,,,17.0,38,2.8,50
37.4804,-119.3947,375.6,2020-09-17,619,100,300.0,N,,,,9.0,29,9.2,11
37.2051,-119.1895,377.6,2020-09-17,2137,100,298.4,D,,,,21.2,15,13.8,213
37.3326,-119.2645,316.2,2020-09-17,619,79,288.6,N,,,,15.0,28,5.5,11
36.1045,-118.525,332.9,2020-09-18,1903,68,297.3,D,,,,21.6,24,11.6,254
34.394,-117.8291,484.4,2020-09-18,2041,100,331.0,D,,,,27.7,15,18.7,199
41.1456,-123.2775,301.3,2020-09-18,937,36,279.8,N,1248.9412841796875,89.99662017822266,301.9955749511719,11.9,79,2.3,162
39.5763,-123.1567,321.5,2020-09-19,2125,52,301.1,D,1048.260009765625,89.98992919921875,108.45452880859376,25.8,19,6.8,295
36.094,-118.4632,313.1,2020-09-19,606,2,288.2,N,,,,13.6,63,3.3,49
35.98,-121.4127,362.9,2020-09-19,2124,100,307.9,D,,,,28.2,14,2.2,189
37.5008,-119.2319,342.1,2020-09-19,2124,89,295.8,D,,,,21.3,32,9.8,208
39.4881,-122.9978,315.6,2020-09-19,1020,68,286.9,N,1175.244140625,89.99700164794922,221.1908721923828,11.2,91,3.3,41
37.3433,-119.4501,318.7,2020-09-20,1851,54,297.8,D,,,,21.4,20,6.8,267
40.0545,-123.0905,339.6,2020-09-20,1850,89,299.3,D,1394.42822265625,89.99832153320312,3.0120339393615723,24.3,16,5.5,259
34.4099,-117.9978,311.4,2020-09-20,511,51,290.5,N,,,,19.7,27,9.6,167
34.4221,-118.0018,307.0,2020-09-20,927,48,289.9,N,-32768.0,0.0,-0.0,19.0,29,6.8,162
36.0828,-118.4761,311.5,2020-09-21,554,83,288.8,N,,,,12.4,43,5.4,48
37.4972,-119.3048,388.6,2020-09-21,2112,100,311.2,D,,,,21.6,17,13.5,205
37.3548,-119.2181,311.0,2020-09-21,554,81,284.8,N,,,,11.7,62,3.8,107
37.4409,-119.4464,329.2,2020-09-22,1838,56,294.9,D,,,,19.4,24,6.9,171
37.3407,-119.4574,318.1,2020-09-22,1838,27,295.3,D,,,,21.5,19,4.7,279
39.4624,-122.9273,419.2,2020-09-22,2156,94,308.4,D,1094.2943115234375,89.99288177490234,333.4188537597656,27.0,16,11.0,259
37.3474,-119.1771,323.6,2020-09-22,1838,69,292.2,D,,,,19.9,19,6.4,286
37.4461,-119.4261,318.1,2020-09-23,2100,19,297.7,D,,,,22.7,20,11.5,224
42.0586,-123.4271,302.1,2020-09-23,1920,29,283.2,D,46.1525993347168,89.99866485595703,269.9958801269531,22.2,37,15.5,226
39.8469,-120.8723,301.1,2020-09-23,956,33,270.3,N,-25.06313705444336,89.98575592041016,296.5314636230469,12.1,52,5.6,165
41.0202,-123.6086,319.1,2020-09-23,2101,78,294.5,D,1422.6175537109375,89.99880981445312,131.98965454101562,23.9,48,13.1,261
42.0147,-123.3893,303.8,2020-09-23,1920,42,287.6,D,124.19677734375,89.99772644042969,269.99298095703125,18.0,42,16.6,193
36.3059,-118.7867,318.5,2020-09-24,1826,31,294.3,D,,,,20.8,28,6.2,260
36.4645,-118.4095,321.2,2020-09-24,625,100,285.4,N,,,,16.7,36,4.4,81
37.3448,-119.1953,316.2,2020-09-24,1826,31,294.5,D,,,,22.3,11,6.5,304
40.0497,-122.9302,305.8,2020-09-25,531,66,281.5,N,877.7952270507812,89.9986572265625,213.02239990234372,7.9,70,4.6,108
37.3432,-119.176,345.7,2020-09-25,1909,83,296.0,D,,,,22.2,13,8.8,289
36.3164,-118.7968,311.5,2020-09-25,944,83,287.9,N,,,,15.6,44,5.4,37
40.0463,-122.9182,309.3,2020-09-25,709,66,281.6,N,930.7511596679688,89.99870300292969,211.7582855224609,9.1,65,1.8,101
37.8532,-119.5967,304.4,2020-09-26,613,60,283.8,N,,,,8.0,64,3.3,77
37.3427,-119.1726,305.2,2020-09-26,1027,42,285.6,N,,,,10.1,58,4.0,95
39.8105,-121.2088,326.0,2020-09-26,2131,77,291.0,D,322.8822326660156,89.99867248535156,92.38978576660156,23.5,29,4.3,336
36.3193,-118.7665,333.6,2020-09-27,1857,67,296.1,D,,,,23.1,25,6.2,260
37.5632,-119.2993,336.3,2020-09-27,1857,70,303.7,D,,,,19.1,27,13.4,66
39.8786,-121.2571,321.5,2020-09-27,1856,49,295.6,D,12.932794570922852,89.98575592041016,333.40106201171875,20.0,30,22.1,46
36.3327,-118.7153,301.5,2020-09-28,600,27,290.2,N,,,,17.6,32,1.5,76
40.5338,-122.5381,389.4,2020-09-28,1014,100,309.5,N,259.4245910644531,89.99757385253906,278.734619140625,25.7,17,20.9,1
41.0227,-123.5755,313.8,2020-09-28,2119,38,299.6,D,1235.6063232421875,89.99909210205078,178.3660125732422,36.8,13,5.5,191
37.3646,-119.1512,341.9,2020-09-28,2118,89,298.5,D,,,,24.1,14,13.4,301
40.5455,-122.5541,350.2,2020-09-28,1939,95,310.7,D,405.5072021484375,89.99747467041016,161.56796264648438,30.9,11,18.5,21
39.8644,-121.3224,343.8,2020-09-29,644,100,298.1,N,-9.868240356445312,72.61237335205078,210.06578063964844,21.7,17,19.9,49
40.0132,-123.1486,332.6,2020-09-29,2202,85,294.8,D,1514.6695556640625,89.9985580444336,264.8002319335937,28.4,14,11.7,261
41.0025,-123.3292,317.4,2020-09-29,2202,72,296.6,D,1595.5089111328125,89.99813079833984,200.5615997314453,30.8,16,9.7,274
39.8639,-121.2867,334.1,2020-09-29,2202,83,297.5,D,-12.966474533081056,89.99604034423828,352.86798095703125,26.9,13,11.4,235
39.8722,-121.3194,347.1,2020-09-30,549,100,295.8,N,-11.88902473449707,72.42317962646484,210.16226196289065,16.2,35,2.3,72
40.4681,-122.6886,385.9,2020-09-30,1002,100,300.2,N,402.16412353515625,89.99762725830078,131.9967498779297,23.6,19,4.5,331
40.2993,-123.1162,329.4,2020-09-30,1927,79,301.4,D,1080.4403076171875,89.99837493896484,75.26375579833984,28.9,16,6.2,260
39.8216,-121.195,386.1,2020-09-30,2107,100,311.8,D,148.83041381835938,89.99808502197266,212.7340850830078,27.0,13,9.4,23
41.1843,-123.2497,357.7,2020-09-30,2107,99,298.5,D,1137.766357421875,89.9979476928711,135.00889587402344,27.4,22,8.3,358
41.0436,-123.3198,315.5,2020-10-01,632,75,293.3,N,953.353759765625,89.99916076660156,199.8577880859375,16.3,54,5.9,11
41.0038,-123.3222,353.4,2020-10-01,632,100,297.7,N,1328.497802734375,89.9964370727539,296.5566711425781,16.7,54,5.9,11
41.2178,-123.298,321.9,2020-10-01,632,99,293.7,N,542.7044067382812,89.99919128417969,339.2713317871094,17.1,61,5.9,191
38.6529,-122.5347,309.3,2020-10-01,631,77,295.8,N,1485.27001953125,89.98575592041016,26.574846267700195,20.5,49,5.2,282
37.4796,-119.2088,322.2,2020-10-02,2054,63,305.9,D,,,,31.3,6,8.0,198
40.3587,-123.37,302.7,2020-10-02,537,42,291.1,N,1537.283935546875,89.99909210205078,284.82470703125,19.3,38,2.9,97
37.3317,-119.0277,313.1,2020-10-02,536,86,286.3,N,,,,14.1,32,5.0,120
41.0152,-123.3014,325.6,2020-10-02,537,100,293.3,N,1897.43798828125,89.99894714355469,9.458843231201172,17.3,54,6.7,16
41.1532,-123.2777,317.3,2020-10-02,537,95,291.8,N,1298.913330078125,89.99626922607422,339.42950439453125,16.9,49,4.1,195
37.4282,-119.4491,316.9,2020-10-03,1820,38,299.7,D,,,,24.4,10,6.0,163
34.2629,-118.0797,311.1,2020-10-03,618,82,294.7,N,-32768.0,0.0,-0.0,18.5,18,5.8,4
40.3032,-123.0842,320.9,2020-10-03,1032,100,290.8,N,792.2958374023438,89.99854278564453,155.7747802734375,16.4,41,5.4,233
36.3245,-118.673,320.0,2020-10-03,618,83,285.6,N,,,,9.3,32,2.9,353
40.072,-122.9032,317.9,2020-10-04,1902,60,296.8,D,619.6531372070312,89.99919891357422,337.9297180175781,24.5,8,3.6,84
40.4169,-123.3579,314.7,2020-10-04,1902,68,290.6,D,1272.250732421875,89.9964828491211,353.6583557128906,26.1,10,3.8,221
41.1,-123.2515,310.9,2020-10-04,1902,56,294.5,D,1640.079345703125,89.99935913085938,332.4002685546875,21.7,19,4.3,246
40.0704,-122.8911,334.5,2020-10-04,1902,86,301.2,D,914.604248046875,89.99900817871094,233.83929443359372,23.8,8,3.6,84
36.3455,-118.6636,305.5,2020-10-04,938,50,279.4,N,,,,9.2,25,1.4,90
37.3071,-119.1203,318.8,2020-10-05,2124,51,297.1,D,,,,20.6,9,9.7,285
37.3365,-119.0388,348.6,2020-10-05,606,100,291.9,N,,,,8.7,46,7.6,115
37.6333,-119.2259,314.1,2020-10-05,1021,34,285.0,N,,,,8.7,25,6.5,251
37.3513,-119.0832,302.7,2020-10-06,649,15,284.2,N,,,,9.0,41,6.3,121
36.3536,-118.7503,305.7,2020-10-06,926,57,289.8,N,,,,17.9,17,2.7,113
40.2615,-123.508,301.4,2020-10-06,650,21,290.2,N,1327.5872802734375,89.98408508300781,269.9965209960937,9.5,56,6.8,18
41.1812,-123.2202,318.4,2020-10-06,1850,52,292.2,D,941.6971435546876,89.99823760986328,6.334391117095947,27.9,16,2.0,315
37.2961,-119.0262,395.7,2020-10-07,2112,100,300.3,D,,,,18.1,17,12.6,267
37.5746,-119.3403,311.1,2020-10-07,1009,9,281.4,N,,,,8.3,27,7.3,303
40.4152,-123.3599,326.5,2020-10-07,2113,81,297.6,D,1256.2548828125,89.99436950683594,314.9921264648437,25.5,10,9.3,216
36.3721,-118.7288,326.1,2020-10-07,1009,100,293.6,N,,,,12.7,23,3.4,108
39.9032,-123.0804,440.7,2020-10-07,2113,100,311.5,D,974.564453125,89.99676513671875,156.0462188720703,23.0,10,10.8,244
40.3631,-123.4609,311.9,2020-10-08,2156,62,295.2,D,1021.4564208984376,62.47184371948242,193.2405242919922,23.0,19,9.3,242
36.3445,-118.4227,322.0,2020-10-08,1839,39,292.6,D,,,,17.2,20,6.6,171
40.201,-123.4516,308.6,2020-10-08,638,75,288.3,N,2452.49853515625,89.99772644042969,355.9139709472656,8.3,37,3.3,49
39.9076,-123.0659,315.3,2020-10-08,1838,53,295.1,D,739.51171875,89.9986801147461,299.740234375,21.2,8,3.6,180
36.3056,-118.3915,315.3,2020-10-09,957,91,281.6,N,,,,6.7,39,3.4,32
39.9024,-123.1419,324.0,2020-10-09,543,69,286.7,N,1010.7627563476562,89.99663543701172,251.5561981201172,12.2,46,2.8,50
37.369,-119.0522,323.2,2020-10-09,1921,77,291.4,D,,,,18.3,19,8.7,277
40.1958,-123.4024,314.0,2020-10-09,956,88,285.1,N,3992.388916015625,89.99884033203125,130.6035919189453,9.5,64,2.3,39
37.4818,-119.2018,342.4,2020-10-10,2143,87,283.6,D,,,,21.0,29,13.2,209
40.438,-123.3776,300.5,2020-10-10,626,12,282.2,N,1236.281005859375,89.99772644042969,90.00399017333984,9.6,84,4.7,171
40.2516,-123.0392,301.6,2020-10-10,626,13,281.9,N,1310.0865478515625,89.99820709228516,218.15182495117188,8.0,66,4.0,185
40.2565,-123.0798,306.8,2020-10-10,626,53,282.9,N,1266.27099609375,89.9976577758789,233.96359252929688,9.9,78,4.3,132
37.4747,-119.2066,316.0,2020-10-11,2048,65,292.0,D,,,,23.6,25,14.5,194
37.4763,-119.1972,337.4,2020-10-11,1909,89,292.6,D,,,,22.3,24,12.4,190
37.4812,-119.1765,348.2,2020-10-11,1909,94,290.6,D,,,,19.5,24,12.4,190
37.4865,-119.1812,392.1,2020-10-11,2048,100,295.2,D,,,,21.3,24,14.5,194
41.2024,-123.2298,308.6,2020-10-12,2132,67,294.3,D,990.6449584960938,89.9992904663086,332.29736328125,21.5,51,5.4,352
39.5161,-122.0601,322.2,2020-10-12,2131,75,305.0,D,1577.0322265625,89.99757385253906,351.23956298828125,31.3,16,8.4,329
37.495,-119.1903,332.2,2020-10-12,613,91,290.4,N,,,,8.1,44,10.3,12
39.5894,-122.1152,335.8,2020-10-12,1951,89,302.5,D,1243.792724609375,89.99663543701172,18.42072296142578,27.8,22,14.5,341
37.476,-119.1868,317.9,2020-10-12,613,96,284.3,N,,,,8.3,44,10.3,12
37.3838,-119.0747,337.8,2020-10-13,1857,79,298.4,D,,,,20.1,9,4.6,321
36.3341,-118.4421,326.3,2020-10-13,2035,73,297.2,D,,,,19.9,15,6.6,248
39.6603,-122.2148,336.6,2020-10-13,1856,88,301.3,D,1102.690185546875,89.99886322021484,173.89125061035156,27.0,30,6.4,344
37.3778,-119.0893,385.6,2020-10-14,2118,100,306.3,D,,,,25.9,11,10.6,294
37.5512,-119.3328,319.7,2020-10-14,2118,31,298.3,D,,,,24.5,12,8.6,182
37.5187,-119.1836,354.2,2020-10-14,1939,97,296.6,D,,,,30.2,11,4.6,135
40.2586,-123.0649,324.2,2020-10-14,2119,78,299.1,D,1110.2044677734375,89.99945068359375,129.42965698242188,23.7,21,9.4,360
37.478,-119.167,316.4,2020-10-14,1015,75,285.9,N,,,,8.0,36,4.8,63
37.5264,-119.144,367.3,2020-10-15,643,100,293.8,N,,,,10.2,35,10.7,14
37.514,-119.1428,362.9,2020-10-15,643,100,292.8,N,,,,10.0,37,13.9,59
37.4912,-119.1559,328.7,2020-10-15,1844,56,295.7,D,,,,21.9,13,3.4,238
37.4711,-119.1323,365.7,2020-10-15,643,100,286.0,N,,,,10.2,37,13.9,59
37.5164,-119.1195,327.9,2020-10-15,919,100,287.7,N,,,,7.0,37,10.5,59
37.381,-119.0762,369.1,2020-10-16,2106,100,297.9,D,,,,23.0,12,8.6,292
37.5466,-119.3334,322.6,2020-10-16,2106,72,296.7,D,,,,20.6,14,12.8,218
37.465,-119.1931,354.8,2020-10-16,2106,97,307.9,D,,,,27.5,13,10.8,217
37.3698,-119.086,326.7,2020-10-16,1927,79,295.0,D,,,,23.4,13,6.5,304
40.2466,-123.0939,325.6,2020-10-17,2150,77,302.8,D,1350.3363037109375,89.99898529052734,169.04745483398438,30.0,19,6.8,342
37.5238,-119.1256,321.6,2020-10-17,1832,53,291.4,D,,,,18.5,15,7.4,227
37.4483,-119.1224,325.3,2020-10-17,1832,51,293.4,D,,,,19.5,15,6.3,257
37.3774,-119.1102,319.7,2020-10-17,1832,68,297.8,D,,,,21.4,12,4.3,312
36.347,-118.4277,302.9,2020-10-18,950,52,280.4,N,,,,8.2,38,4.2,20
37.4439,-119.1522,352.7,2020-10-18,1915,96,299.3,D,,,,21.9,17,7.0,215
37.5317,-119.1419,316.9,2020-10-18,950,73,286.3,N,,,,11.0,38,3.1,21
36.3559,-118.4257,311.4,2020-10-18,950,83,281.4,N,,,,7.2,38,4.2,20
41.1591,-123.2144,306.7,2020-10-18,2055,54,296.2,D,1167.7603759765625,89.996826171875,264.2822265625,24.2,27,3.9,338
37.4665,-119.1844,313.6,2020-10-19,619,87,285.4,N,,,,8.6,52,5.7,72
37.3652,-119.11,306.3,2020-10-19,619,68,282.6,N,,,,7.3,66,5.4,94
37.3795,-119.0433,366.6,2020-10-19,619,100,292.6,N,,,,7.6,54,5.8,120
36.1044,-121.3576,321.7,2020-10-19,1820,40,306.1,D,,,,28.4,16,4.9,107
37.449,-119.1523,330.1,2020-10-19,619,79,288.6,N,,,,7.4,51,5.7,72
37.4426,-119.1527,343.0,2020-10-20,1903,90,300.4,D,,,,21.9,12,8.6,255
37.4109,-119.1281,334.1,2020-10-20,2041,80,280.7,D,,,,23.0,11,9.3,254
37.434,-119.1034,380.4,2020-10-20,1903,100,298.9,D,,,,20.2,14,12.1,260
37.5346,-119.1304,326.8,2020-10-21,606,100,285.3,N,,,,4.6,57,7.3,11
37.411,-119.0802,396.6,2020-10-21,2124,94,307.1,D,,,,18.7,13,11.7,261
36.3566,-118.4377,319.8,2020-10-21,606,99,280.3,N,,,,5.4,48,4.5,14
37.3765,-119.0353,347.9,2020-10-21,2124,94,296.5,D,,,,19.5,13,11.6,275
37.3954,-119.0607,343.1,2020-10-22,1851,92,292.4,D,,,,15.8,17,5.4,278
37.2804,-119.2249,308.3,2020-10-22,1851,29,294.4,D,,,,15.3,15,5.1,309
37.435,-119.1437,326.3,2020-10-22,1851,81,296.8,D,,,,17.8,15,0.4,270
37.5367,-119.1382,306.7,2020-10-23,554,57,282.9,N,,,,11.1,50,4.0,10
41.027,-123.2929,314.8,2020-10-23,2113,75,291.8,D,1699.3878173828125,89.99906158447266,1.6812204122543335,20.9,17,8.0,8
37.4097,-119.0674,345.8,2020-10-23,554,81,287.9,N,,,,7.6,43,2.5,90
37.8658,-119.5779,311.5,2020-10-23,2112,59,292.7,D,,,,13.7,30,11.3,261
37.3988,-119.0771,329.3,2020-10-23,554,70,281.2,N,,,,8.2,51,2.6,106
37.3969,-119.1217,378.4,2020-10-24,2155,100,295.9,D,,,,18.5,19,10.4,250
37.4003,-118.9773,332.7,2020-10-24,1838,0,292.1,D,,,,11.6,20,5.9,259
37.4181,-119.1258,333.6,2020-10-24,1838,87,291.9,D,,,,14.9,18,4.1,308
37.5295,-119.1254,306.7,2020-10-24,1838,19,286.9,D,,,,12.4,21,6.0,237
37.4839,-119.1404,319.1,2020-10-24,2155,76,288.6,D,,,,15.4,17,12.4,234
37.4017,-119.0244,311.9,2020-10-25,956,84,276.4,N,,,,1.8,57,3.3,103
37.4131,-119.1212,315.0,2020-10-25,542,41,279.5,N,,,,5.7,48,3.4,58
37.4164,-119.1245,315.2,2020-10-25,956,36,277.3,N,,,,2.7,55,4.1,75
37.5154,-119.1847,309.1,2020-10-26,625,77,276.9,N,,,,4.0,15,11.5,39
37.5256,-119.1467,343.2,2020-10-26,1826,66,280.9,D,,,,6.7,6,22.5,55
37.3912,-119.0569,358.9,2020-10-26,2143,92,289.5,D,,,,7.9,8,11.1,29
33.749,-117.7584,330.2,2020-10-26,2142,63,295.9,D,,,,21.2,4,30.6,48
37.5481,-119.1778,340.2,2020-10-26,1826,92,288.1,D,,,,7.4,6,25.7,42
37.5406,-119.1507,310.1,2020-10-27,2048,59,295.0,D,,,,17.0,27,14.6,40
33.671,-117.6949,328.9,2020-10-27,945,100,289.1,N,,,,14.2,9,8.2,41
37.4438,-119.0864,311.1,2020-10-27,944,43,275.0,N,,,,-1.1,39,5.4,70
37.5221,-119.1146,322.6,2020-10-27,1909,22,287.9,D,,,,9.9,27,18.3,45
33.914,-117.6981,329.5,2020-10-27,529,89,283.5,N,,,,13.8,9,9.7,94
37.4885,-119.1313,355.3,2020-10-28,2130,98,298.3,D,,,,17.1,8,13.5,34
37.4349,-119.0866,324.3,2020-10-28,2130,46,294.6,D,,,,16.5,6,10.8,21
37.5388,-119.0978,314.3,2020-10-28,1814,53,295.1,D,,,,18.3,8,10.5,52
37.4543,-119.1051,316.3,2020-10-28,612,43,282.6,N,,,,4.0,24,9.4,86
36.3953,-118.4154,303.5,2020-10-29,932,34,279.4,N,,,,6.2,19,10.5,27
36.3902,-118.426,308.6,2020-10-29,517,67,279.3,N,,,,6.1,16,7.2,27
37.4224,-118.9491,307.1,2020-10-29,932,70,276.4,N,,,,3.1,19,10.8,60
39.7305,-122.111,310.9,2020-10-29,1856,63,295.7,D,1021.9990234375,89.99787902832031,356.17388916015625,19.3,27,1.8,360
36.3864,-118.4381,315.6,2020-10-30,2118,51,291.6,D,,,,14.1,10,8.2,195
38.7162,-121.9915,312.7,2020-10-30,2119,34,302.2,D,1436.720703125,89.99777221679688,245.22288513183597,25.7,18,3.3,96
37.492,-119.1258,305.2,2020-10-30,600,29,278.4,N,,,,0.3,26,10.8,60
42.0199,-123.3625,305.5,2020-10-30,1938,61,288.1,D,24.09480857849121,89.99227905273438,284.00616455078125,16.4,22,9.7,272
38.984,-122.0296,306.6,2020-10-31,1844,37,295.8,D,1214.634521484375,89.9988021850586,12.994576454162598,20.8,23,7.2,342
36.3723,-118.4267,322.1,2020-10-31,1845,66,296.6,D,,,,13.6,6,3.8,131
37.5497,-119.1645,324.2,2020-10-31,1844,76,301.7,D,,,,17.5,8,4.8,103
39.4307,-122.0381,317.1,2020-11-01,2107,72,303.7,D,1872.3446044921875,89.99777221679688,335.2137756347656,27.0,18,0.5,45
37.5178,-119.1041,312.0,2020-11-01,1002,84,276.2,N,,,,3.2,21,11.1,54
37.3996,-119.0059,323.1,2020-11-01,2106,76,281.1,D,,,,17.0,9,9.0,270
37.4238,-119.0823,300.4,2020-11-01,548,27,278.8,N,,,,3.1,25,8.7,85
42.0166,-123.3683,306.3,2020-11-01,2107,62,292.3,D,50.12520599365234,89.99795532226562,140.20425415039062,20.8,25,8.6,182
39.8797,-122.1819,310.5,2020-11-02,1832,63,296.7,D,770.3825073242188,89.99654388427734,347.4511413574219,20.8,25,9.6,326
41.0198,-123.2772,310.8,2020-11-02,2150,66,297.9,D,1842.3995361328125,89.99808502197266,302.73016357421875,24.6,13,10.2,203
37.407,-118.9853,310.5,2020-11-02,631,80,278.6,N,,,,3.1,33,6.5,87
39.9017,-122.2358,311.0,2020-11-03,2054,64,301.0,D,474.3910217285156,89.99840545654297,233.13238525390625,24.2,22,5.6,130
36.2608,-117.9865,315.9,2020-11-03,2053,64,303.8,D,,,,22.3,20,5.6,27
39.8006,-122.1608,316.2,2020-11-03,2054,74,300.0,D,602.7593383789062,89.99549865722656,278.11444091796875,24.0,22,6.4,128
37.4104,-118.9976,300.5,2020-11-03,950,19,275.7,N,,,,4.1,31,5.4,86
36.3944,-118.4433,304.9,2020-11-03,535,7,275.8,N,,,,2.8,51,2.7,23
39.798,-122.1702,318.8,2020-11-04,2137,75,300.4,D,566.7984619140625,89.97750854492188,314.8706970214844,25.6,20,2.9,30
37.5446,-119.0806,339.7,2020-11-04,2137,90,290.3,D,,,,16.5,16,8.7,218
38.3152,-121.5287,329.7,2020-11-04,2137,84,299.8,D,1853.6298828125,89.99475860595703,80.53861236572266,24.4,28,5.6,315
37.5432,-119.085,315.2,2020-11-05,938,91,283.3,N,,,,5.8,34,10.7,20
40.4813,-122.5195,312.3,2020-11-05,1902,71,301.3,D,238.34234619140625,89.98577117919922,153.47982788085938,23.8,30,4.9,107
39.0438,-121.4171,324.8,2020-11-05,2042,80,299.3,D,745.600830078125,89.99853515625,195.95021057128903,24.2,23,3.6,233
39.7911,-122.1785,311.2,2020-11-05,2042,56,298.3,D,550.8589477539062,89.99496459960938,251.5606842041016,25.8,24,4.4,35
39.8236,-122.0125,303.4,2020-11-06,2125,56,290.8,D,518.244873046875,89.99821472167969,153.44508361816406,17.6,23,6.0,287
39.1916,-121.6509,307.3,2020-11-06,2125,65,293.6,D,1168.9180908203125,89.99870300292969,46.636985778808594,17.1,34,7.9,129
37.5489,-119.0613,303.3,2020-11-06,1021,54,277.9,N,,,,4.4,32,12.8,212
39.6867,-121.8376,306.5,2020-11-07,1850,64,289.5,D,512.3521118164062,89.9969482421875,196.7109832763672,13.2,44,8.6,303
38.9823,-122.0764,307.2,2020-11-07,1850,65,277.4,D,1421.7100830078125,89.99842071533203,200.224365234375,13.5,35,9.7,338
39.4,-122.2389,311.8,2020-11-07,2030,51,289.5,D,1807.0421142578125,89.99835968017578,11.883275985717772,17.0,27,6.5,357
38.9839,-122.0904,301.4,2020-11-07,1850,47,279.3,D,1547.731689453125,89.99785614013672,70.34911346435547,13.5,35,9.7,338
37.5292,-120.7218,302.5,2020-11-08,2112,52,284.3,D,,,,13.9,32,15.5,342
33.9,-116.5659,324.7,2020-11-08,1756,83,286.9,D,165.03921508789062,89.97747802734375,314.9833984375,11.8,57,6.0,343
33.8962,-116.5954,338.4,2020-11-08,1756,91,286.5,D,258.07720947265625,89.98576354980469,153.44264221191406,11.5,57,6.0,343
37.2893,-120.7166,316.1,2020-11-08,2112,76,289.3,D,,,,15.0,28,16.6,318
36.0722,-119.998,302.6,2020-11-09,1839,52,288.3,D,,,,10.6,32,10.6,342
37.407,-121.0246,300.7,2020-11-09,1838,35,287.4,D,,,,10.7,30,14.2,336
36.2202,-119.5294,308.5,2020-11-09,1839,67,290.9,D,,,,8.6,72,2.5,225
37.6149,-120.7577,303.8,2020-11-10,1921,57,290.6,D,,,,13.2,29,1.9,292
36.4209,-120.338,301.2,2020-11-10,2100,33,289.5,D,,,,15.3,20,5.4,8
39.2112,-121.6001,306.4,2020-11-10,2100,63,290.2,D,999.6310424804688,89.99250030517578,225.0,15.5,22,3.2,207
39.5108,-122.211,317.1,2020-11-11,2143,77,284.5,D,1422.517822265625,89.9991226196289,159.08087158203125,15.9,31,2.6,34
39.596,-122.1229,315.2,2020-11-11,2143,75,290.6,D,1253.778076171875,89.99808502197266,147.2765655517578,16.0,30,4.0,297
39.339,-121.962,306.1,2020-11-11,2143,63,276.1,D,1677.486572265625,89.99591827392578,230.1949005126953,16.0,29,4.6,288
39.5162,-122.1486,315.7,2020-11-11,2143,76,280.7,D,1731.2996826171875,89.99714660644531,100.3162612915039,15.9,31,2.6,34
34.7009,-120.2156,312.1,2020-11-11,2142,69,293.6,D,0.0,0.0,-0.0,19.2,25,9.6,304
35.8069,-120.7446,318.0,2020-11-12,2047,78,297.5,D,,,,17.8,25,2.1,149
37.3321,-119.8816,302.9,2020-11-12,1909,54,292.8,D,,,,14.2,38,5.8,202
34.707,-120.2076,333.8,2020-11-12,2047,88,293.8,D,0.0,0.0,-0.0,19.9,26,7.8,292
39.3521,-121.7734,326.8,2020-11-12,2048,85,293.0,D,1031.726806640625,89.9969482421875,196.70944213867188,15.1,31,3.4,302
34.2339,-119.2486,311.1,2020-11-13,2130,0,291.7,D,0.0,0.0,-0.0,16.6,62,11.3,233
39.794,-122.0955,300.7,2020-11-14,1856,39,275.8,D,712.6180419921875,89.98406982421875,359.9177551269531,9.8,71,10.9,326
36.5051,-119.9964,307.0,2020-11-14,1857,64,291.7,D,,,,14.7,65,3.6,323
39.5318,-118.5637,302.8,2020-11-14,1856,37,284.9,D,,,,6.5,42,1.5,225
39.0069,-121.619,305.8,2020-11-14,1856,62,282.6,D,1361.5345458984375,89.97744750976562,44.98948287963867,11.2,70,9.1,326
