latitude,longitude,brightness,acq_date,acq_time,confidence,bright_t31,daynight,datetime,spread_label,hour,month,dayofyear,hour_sin,hour_cos,month_sin,month_cos,is_day,brightness_delta_prev,t31_delta_prev,local_density,hist_temp,hist_humidity,hist_wind_speed,hist_wind_dir,elevation,slope,aspect
36.4194,-119.8197,305.3,2020-01-01,1845,46,280.8,D,2020-01-01 18:45:00,0,18,1,1,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,10.1,78,4.0,153,,,
39.0582,-122.9476,304.2,2020-01-02,1927,58,283.6,D,2020-01-02 19:27:00,0,19,1,2,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,10.2,67,9.6,304,1634.19873046875,89.9964828491211,276.3395080566406
39.2679,-121.6165,300.3,2020-01-02,2106,35,287.4,D,2020-01-02 21:06:00,0,21,1,2,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,14.4,62,13.1,328,739.4583740234375,89.99703979492188,248.1920318603516
38.2006,-120.5829,303.2,2020-01-02,2106,55,283.7,D,2020-01-02 21:06:00,0,21,1,2,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,12.8,60,11.2,303,1915.318359375,89.99549865722656,278.11767578125
39.0808,-122.1803,300.4,2020-01-02,2106,35,287.8,D,2020-01-02 21:06:00,0,21,1,2,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,15.0,49,13.8,319,1386.7415771484375,89.99700164794922,318.806640625
40.9782,-122.3513,335.6,2020-01-02,2107,90,281.4,D,2020-01-02 21:07:00,0,21,1,2,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,10.3,50,1.8,101,891.016357421875,89.99116516113281,33.70351791381836
38.3913,-120.9307,300.5,2020-01-03,1832,38,268.4,D,2020-01-03 18:32:00,0,18,1,3,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,10.3,67,2.3,252,1737.5880126953125,89.99675750732422,23.95678901672364
36.0351,-119.3394,306.0,2020-01-03,1832,63,285.3,D,2020-01-03 18:32:00,0,18,1,3,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,7.3,89,2.4,117,,,
38.3995,-120.934,308.5,2020-01-04,1915,67,286.8,D,2020-01-04 19:15:00,0,19,1,4,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,1,8.0,18.400000000000038,0,10.6,85,1.8,349,1745.571044921875,89.99838256835938,23.959640502929688
39.5318,-118.5542,302.1,2020-01-04,2054,48,289.0,D,2020-01-04 20:54:00,0,20,1,4,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,9.9,43,16.3,45,,,
39.5298,-118.5663,311.7,2020-01-04,2054,68,289.3,D,2020-01-04 20:54:00,0,20,1,4,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,9.599999999999966,0.3000000000000113,1,9.9,43,16.3,45,,,
38.3891,-120.9357,314.3,2020-01-06,1902,68,283.4,D,2020-01-06 19:02:00,0,19,1,6,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,1,5.800000000000011,-3.400000000000034,0,9.0,76,7.3,189,1707.6104736328125,89.9893798828125,90.03032684326172
35.648,-120.4174,302.8,2020-01-06,1903,54,285.3,D,2020-01-06 19:03:00,0,19,1,6,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,11.6,52,18.9,72,,,
37.0611,-119.3931,306.5,2020-01-06,2041,61,282.5,D,2020-01-06 20:41:00,0,20,1,6,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,-21.100000000000023,-2.5,0,12.3,36,3.3,229,,,
37.0715,-119.3842,327.6,2020-01-06,2041,76,285.0,D,2020-01-06 20:41:00,0,20,1,6,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,0.0,0.0,1,10.0,50,4.1,232,,,
37.9184,-120.001,312.8,2020-01-06,2042,73,284.9,D,2020-01-06 20:42:00,0,20,1,6,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,12.3,30,5.0,210,,,
40.7788,-122.7003,300.2,2020-01-07,607,21,271.9,N,2020-01-07 06:07:00,0,6,1,7,1.0,6.123233995736766e-17,0.4999999999999999,0.8660254037844387,0,0.0,0.0,0,-0.3,88,4.7,293,896.28759765625,89.9981460571289,125.54518127441406
38.2313,-120.5941,304.3,2020-01-07,2124,59,273.2,D,2020-01-07 21:24:00,0,21,1,7,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,1.1000000000000227,-10.5,0,14.6,33,8.7,210,2155.2646484375,89.9974594116211,61.392208099365234
37.974,-120.0986,311.5,2020-01-07,2124,71,283.1,D,2020-01-07 21:24:00,0,21,1,7,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,11.9,31,9.2,169,,,
36.1514,-121.12,310.1,2020-01-07,2124,70,283.4,D,2020-01-07 21:24:00,0,21,1,7,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,15.6,45,2.5,172,,,
40.8041,-122.6595,308.4,2020-01-07,2125,0,271.2,D,2020-01-07 21:25:00,0,21,1,7,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,8.199999999999989,-0.6999999999999886,1,6.5,57,4.7,157,731.089599609375,89.99826049804688,29.361602783203125
37.0742,-119.3773,303.3,2020-01-08,1850,55,277.0,D,2020-01-08 18:50:00,0,18,1,8,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,-3.1999999999999886,-5.5,0,6.2,52,7.1,229,,,
34.3612,-118.9619,304.7,2020-01-08,1851,59,287.1,D,2020-01-08 18:51:00,0,18,1,8,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,13.5,47,3.6,143,-32768.0,0.0,-0.0
35.5939,-120.3125,339.7,2020-01-08,1851,92,283.0,D,2020-01-08 18:51:00,0,18,1,8,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,8.0,74,4.3,270,,,
37.9142,-120.039,383.3,2020-01-09,2112,87,283.5,D,2020-01-09 21:12:00,1,21,1,9,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,49.0,7.300000000000011,0,4.2,72,11.7,281,,,
37.9053,-120.037,334.3,2020-01-09,2112,0,276.2,D,2020-01-09 21:12:00,1,21,1,9,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,21.5,-8.699999999999989,1,4.3,72,11.7,281,,,
37.943,-120.0277,317.1,2020-01-09,2112,59,272.0,D,2020-01-09 21:12:00,0,21,1,9,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,-66.19999999999999,-11.5,2,5.3,58,9.5,281,,,
39.8293,-120.517,302.5,2020-01-09,2113,53,273.2,D,2020-01-09 21:13:00,0,21,1,9,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,1.2,62,13.1,344,-7.9850921630859375,89.9681625366211,269.91802978515625
37.9222,-120.0217,308.7,2020-01-10,1838,67,282.3,D,2020-01-10 18:38:00,0,18,1,10,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,-8.400000000000034,10.300000000000011,3,7.7,25,1.8,217,,,
37.051,-119.2495,301.4,2020-01-10,1838,47,278.8,D,2020-01-10 18:38:00,0,18,1,10,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,3.1,69,5.2,214,,,
35.7377,-120.6237,300.0,2020-01-10,1839,20,285.2,D,2020-01-10 18:39:00,0,18,1,10,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,7.4,83,2.3,72,,,
37.9149,-120.0228,308.9,2020-01-10,2155,68,283.4,D,2020-01-10 21:55:00,0,21,1,10,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.1999999999999886,1.099999999999966,1,7.5,42,4.7,247,,,
34.7187,-118.3095,302.4,2020-01-11,2059,52,286.6,D,2020-01-11 20:59:00,0,20,1,11,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,11.8,47,28.9,253,-32768.0,0.0,-0.0
34.7868,-118.5188,345.3,2020-01-11,2059,89,285.0,D,2020-01-11 20:59:00,0,20,1,11,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,9.9,49,36.3,263,-32768.0,0.0,-0.0
34.7886,-118.5075,360.4,2020-01-11,2059,94,286.0,D,2020-01-11 20:59:00,0,20,1,11,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,15.099999999999966,1.0,1,9.9,49,36.3,263,-32768.0,0.0,-0.0
34.7904,-118.4961,307.5,2020-01-11,2059,18,285.9,D,2020-01-11 20:59:00,0,20,1,11,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,-52.89999999999998,-0.1000000000000227,2,9.9,49,36.3,263,-32768.0,0.0,-0.0
35.6697,-120.8941,312.0,2020-01-12,2142,72,286.7,D,2020-01-12 21:42:00,0,21,1,12,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,10.0,-1.400000000000034,0,11.0,47,13.4,5,,,
35.6679,-120.9142,302.0,2020-01-12,2142,50,288.1,D,2020-01-12 21:42:00,0,21,1,12,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,1,11.3,54,13.1,344,,,
37.9872,-120.0244,332.1,2020-01-13,1909,88,283.2,D,2020-01-13 19:09:00,0,19,1,13,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,4.5,50,5.5,203,,,
34.4156,-118.7857,300.7,2020-01-13,2047,39,289.8,D,2020-01-13 20:47:00,0,20,1,13,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,13.9,50,8.1,225,-32768.0,0.0,-0.0
37.1635,-120.6248,328.3,2020-01-13,2048,86,286.8,D,2020-01-13 20:48:00,0,20,1,13,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,13.2,59,7.4,321,,,
37.1561,-120.6025,308.3,2020-01-13,2048,65,285.0,D,2020-01-13 20:48:00,0,20,1,13,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,-20.0,-1.8000000000000114,1,13.2,59,7.4,321,,,
38.7763,-120.5224,305.1,2020-01-13,2048,24,277.6,D,2020-01-13 20:48:00,0,20,1,13,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,3.7,78,14.2,204,565.8943481445312,89.99817657470703,346.74713134765625
37.0418,-119.3803,316.6,2020-01-14,1814,72,279.3,D,2020-01-14 18:14:00,0,18,1,14,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,7.0,47,4.0,243,,,
37.0397,-119.3476,302.2,2020-01-14,1814,51,280.1,D,2020-01-14 18:14:00,0,18,1,14,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,1,7.0,47,4.0,243,,,
35.6467,-120.5809,304.8,2020-01-14,2130,60,287.8,D,2020-01-14 21:30:00,0,21,1,14,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,12.2,53,16.1,310,,,
37.5293,-120.9059,300.3,2020-01-14,2130,29,287.4,D,2020-01-14 21:30:00,0,21,1,14,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,12.7,56,9.9,327,,,
35.6166,-120.3747,313.2,2020-01-15,1857,73,285.4,D,2020-01-15 18:57:00,0,18,1,15,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,10.399999999999975,0.0999999999999659,0,8.3,63,16.1,80,,,
35.754,-120.9805,304.0,2020-01-15,1857,0,283.9,D,2020-01-15 18:57:00,0,18,1,15,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,7.0,73,5.3,62,,,
34.3623,-118.957,302.1,2020-01-15,1857,51,285.7,D,2020-01-15 18:57:00,0,18,1,15,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,-2.599999999999966,-1.400000000000034,0,14.0,39,3.8,107,-32768.0,0.0,-0.0
37.3343,-119.3864,353.6,2020-01-15,2035,97,274.8,D,2020-01-15 20:35:00,0,20,1,15,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,6.6,26,3.7,299,,,
36.439,-119.5978,306.8,2020-01-16,2118,64,288.8,D,2020-01-16 21:18:00,0,21,1,16,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,14.4,48,21.9,132,,,
36.2261,-119.088,300.5,2020-01-16,2118,38,289.2,D,2020-01-16 21:18:00,0,21,1,16,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,15.1,39,12.8,148,,,
37.3294,-119.3773,314.1,2020-01-16,2118,47,273.7,D,2020-01-16 21:18:00,0,21,1,16,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,-39.5,-1.1000000000000227,0,-0.3,87,7.5,235,,,
36.4384,-119.4491,332.1,2020-01-16,2118,88,290.8,D,2020-01-16 21:18:00,0,21,1,16,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,14.1,52,20.4,134,,,
36.2688,-119.1788,317.1,2020-01-16,2118,77,290.0,D,2020-01-16 21:18:00,0,21,1,16,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,1,15.2,39,12.8,148,,,
36.6781,-120.6817,313.0,2020-01-17,1845,73,276.9,D,2020-01-17 18:45:00,0,18,1,17,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,8.9,65,4.0,270,,,
36.6288,-120.5986,303.4,2020-01-17,1845,56,275.8,D,2020-01-17 18:45:00,0,18,1,17,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,1,9.1,74,6.1,298,,,
36.4291,-119.5927,300.7,2020-01-18,2106,40,282.4,D,2020-01-18 21:06:00,0,21,1,18,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,-6.100000000000023,-6.400000000000034,0,11.3,57,5.7,342,,,
37.9306,-119.9682,322.6,2020-01-21,1820,66,274.0,D,2020-01-21 18:20:00,0,18,1,21,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,13.700000000000044,-9.399999999999975,0,6.4,66,2.1,121,,,
35.6549,-120.5838,303.3,2020-01-22,1903,56,285.0,D,2020-01-22 19:03:00,0,19,1,22,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,1,3.300000000000012,-0.1999999999999886,0,13.0,80,3.7,119,,,
36.3779,-120.1211,302.7,2020-01-22,1903,53,289.0,D,2020-01-22 19:03:00,0,19,1,22,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,15.3,60,2.1,149,,,
35.3566,-118.9772,303.0,2020-01-22,1903,40,289.4,D,2020-01-22 19:03:00,0,19,1,22,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,15.3,50,2.4,117,,,
35.6589,-120.7599,327.7,2020-01-23,2124,85,290.7,D,2020-01-23 21:24:00,0,21,1,23,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,15.1,67,6.4,43,,,
36.047,-120.9497,303.9,2020-01-23,2124,47,292.6,D,2020-01-23 21:24:00,0,21,1,23,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,17.2,63,1.5,166,,,
37.043,-119.3652,302.8,2020-01-23,2124,54,288.0,D,2020-01-23 21:24:00,0,21,1,23,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,-13.800000000000011,8.699999999999989,0,13.1,61,5.8,240,,,
37.9865,-120.0152,323.8,2020-01-24,1851,83,287.2,D,2020-01-24 18:51:00,0,18,1,24,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,-8.300000000000011,4.0,0,9.9,62,4.0,80,,,
36.6636,-121.2643,301.3,2020-01-24,1851,46,287.3,D,2020-01-24 18:51:00,0,18,1,24,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,14.8,73,3.4,328,,,
37.0841,-119.3684,324.6,2020-01-24,1851,83,283.4,D,2020-01-24 18:51:00,0,18,1,24,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,21.30000000000001,6.399999999999977,1,12.8,52,2.9,263,,,
34.2279,-118.0611,317.4,2020-01-24,1851,78,287.0,D,2020-01-24 18:51:00,0,18,1,24,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,11.1,42,3.3,186,-32768.0,0.0,-0.0
34.1237,-117.9331,308.1,2020-01-24,1851,61,295.8,D,2020-01-24 18:51:00,0,18,1,24,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,18.3,43,7.2,183,,,
37.8598,-119.9329,305.2,2020-01-27,1921,61,281.2,D,2020-01-27 19:21:00,0,19,1,27,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,12.7,47,4.7,293,,,
34.7627,-118.4448,313.6,2020-01-27,2059,29,292.8,D,2020-01-27 20:59:00,0,20,1,27,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,14.7,44,10.1,88,-32768.0,0.0,-0.0
34.7554,-118.4313,374.3,2020-01-27,2059,87,294.5,D,2020-01-27 20:59:00,0,20,1,27,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,60.69999999999999,1.6999999999999886,1,14.8,44,10.1,88,-32768.0,0.0,-0.0
34.7717,-118.4469,394.3,2020-01-27,2059,75,299.3,D,2020-01-27 20:59:00,0,20,1,27,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,20.0,4.800000000000011,2,14.8,44,10.1,88,-32768.0,0.0,-0.0
37.8601,-119.9263,309.4,2020-01-27,2100,68,273.4,D,2020-01-27 21:00:00,0,21,1,27,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,4.199999999999989,-7.800000000000011,1,12.0,59,9.7,270,,,
35.839,-119.1905,307.2,2020-01-28,1827,65,286.4,D,2020-01-28 18:27:00,0,18,1,28,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,12.8,61,1.8,191,,,
37.0447,-120.2944,301.1,2020-01-28,2143,44,288.3,D,2020-01-28 21:43:00,0,21,1,28,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,15.3,60,11.2,312,,,
37.8474,-119.9383,349.6,2020-01-28,2143,96,286.5,D,2020-01-28 21:43:00,0,21,1,28,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,28.400000000000038,1.8000000000000114,0,10.3,47,8.3,268,,,
37.8339,-119.939,321.2,2020-01-28,2143,81,284.7,D,2020-01-28 21:43:00,0,21,1,28,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,-27.0,-2.1999999999999886,1,9.3,46,8.3,268,,,
37.8441,-119.946,348.2,2020-01-28,2143,95,286.9,D,2020-01-28 21:43:00,0,21,1,28,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,2,9.7,46,8.3,268,,,
39.6774,-122.2496,324.8,2020-01-29,1909,72,267.5,D,2020-01-29 19:09:00,0,19,1,29,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,14.0,57,15.3,345,1275.6951904296875,89.97750854492188,314.8602294921875
39.676,-122.2391,310.4,2020-01-29,2048,37,282.2,D,2020-01-29 20:48:00,0,20,1,29,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,-14.400000000000034,14.699999999999989,1,15.4,51,14.2,344,1280.67236328125,89.99815368652344,170.0033721923828
37.074,-119.4171,301.8,2020-01-29,2048,46,280.9,D,2020-01-29 20:48:00,0,20,1,29,-0.8660254037844386,0.5,0.4999999999999999,0.8660254037844387,1,-22.80000000000001,-2.5,0,9.5,43,6.6,261,,,
38.1667,-121.2233,301.7,2020-01-30,2131,49,287.3,D,2020-01-30 21:31:00,0,21,1,30,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,15.2,70,7.2,307,2222.49853515625,89.99857330322266,333.4346618652344
37.5224,-120.711,306.4,2020-01-30,2131,64,288.1,D,2020-01-30 21:31:00,0,21,1,30,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,14.7,71,7.6,295,,,
39.0117,-121.3976,303.2,2020-01-30,2131,55,290.1,D,2020-01-30 21:31:00,0,21,1,30,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,15.9,66,7.7,349,537.6650390625,89.99754333496094,180.0118408203125
37.8696,-119.886,314.4,2020-01-30,2131,75,285.9,D,2020-01-30 21:31:00,0,21,1,30,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,5.0,12.5,0,12.8,60,8.5,258,,,
38.791,-122.0105,301.7,2020-01-30,2131,48,290.1,D,2020-01-30 21:31:00,0,21,1,30,-0.7071067811865477,0.7071067811865475,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,18.1,53,9.4,2,2030.7178955078125,89.9980239868164,119.74681854248048
37.0732,-119.251,315.0,2020-01-31,1857,75,280.2,D,2020-01-31 18:57:00,0,18,1,31,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,11.8,45,3.6,233,,,
37.0714,-119.2398,325.4,2020-01-31,1857,84,279.1,D,2020-01-31 18:57:00,0,18,1,31,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,24.0,0.3000000000000113,1,14.9,48,4.0,243,,,
35.4881,-120.9711,303.0,2020-01-31,1858,54,285.7,D,2020-01-31 18:58:00,0,18,1,31,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,15.9,62,28.4,51,,,
34.7667,-120.3019,306.0,2020-01-31,1858,62,291.3,D,2020-01-31 18:58:00,0,18,1,31,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,1,0.0,0.0,0,21.0,42,3.9,124,0.0,0.0,-0.0
39.8211,-121.8715,300.1,2020-02-01,2119,25,286.8,D,2020-02-01 21:19:00,0,21,2,32,-0.7071067811865477,0.7071067811865475,0.8660254037844386,0.5000000000000001,1,0.0,0.0,0,14.2,79,8.6,165,280.8411865234375,89.99601745605469,269.9882202148437
36.93,-120.1654,301.4,2020-02-03,1928,46,283.7,D,2020-02-03 19:28:00,0,19,2,34,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,1,0.0,0.0,0,9.1,41,21.9,318,,,
36.6485,-119.4335,319.0,2020-02-03,1928,79,285.5,D,2020-02-03 19:28:00,0,19,2,34,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,1,0.0,0.0,0,6.7,49,4.7,302,,,
36.5741,-119.855,332.7,2020-02-03,2106,88,291.2,D,2020-02-03 21:06:00,0,21,2,34,-0.7071067811865477,0.7071067811865475,0.8660254037844386,0.5000000000000001,1,0.0,0.0,0,11.1,30,18.6,324,,,
36.5176,-119.6637,305.3,2020-02-04,1833,61,285.9,D,2020-02-04 18:33:00,0,18,2,35,-1.0,-1.8369701987210294e-16,0.8660254037844386,0.5000000000000001,1,0.0,0.0,0,6.8,45,4.1,315,,,
36.5745,-119.6481,301.5,2020-02-04,1833,47,285.7,D,2020-02-04 18:33:00,0,18,2,35,-1.0,-1.8369701987210294e-16,0.8660254037844386,0.5000000000000001,1,0.0,0.0,1,6.9,46,4.8,312,,,
36.4745,-119.8027,301.9,2020-02-04,2149,45,289.3,D,2020-02-04 21:49:00,0,21,2,35,-0.7071067811865477,0.7071067811865475,0.8660254037844386,0.5000000000000001,1,0.0,0.0,0,11.0,27,5.6,15,,,
39.6274,-122.1133,308.3,2020-02-05,1915,67,285.1,D,2020-02-05 19:15:00,0,19,2,36,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,1,0.0,0.0,0,11.7,47,5.4,352,1064.576171875,89.9976577758789,197.11289978027344
38.739,-121.9586,305.1,2020-02-05,1915,61,288.8,D,2020-02-05 19:15:00,0,19,2,36,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,1,0.0,0.0,0,11.5,45,6.2,7,2208.692138671875,89.99714660644531,79.69761657714844
38.4914,-122.429,303.9,2020-02-05,1915,57,285.3,D,2020-02-05 19:15:00,0,19,2,36,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,1,0.0,0.0,0,15.7,40,2.6,326,1308.104248046875,89.99591827392578,129.81027221679688
38.8001,-122.0037,311.8,2020-02-05,2054,72,289.7,D,2020-02-05 20:54:00,0,20,2,36,-0.8660254037844386,0.5,0.8660254037844386,0.5000000000000001,1,10.100000000000025,-0.4000000000000341,1,15.2,39,7.8,13,2121.705322265625,89.99817657470703,203.63021850585932
38.8212,-120.6131,334.4,2020-02-05,2054,89,285.0,D,2020-02-05 20:54:00,0,20,2,36,-0.8660254037844386,0.5,0.8660254037844386,0.5000000000000001,1,0.0,0.0,0,12.8,47,10.5,286,377.0194396972656,89.9977035522461,239.7420654296875
34.2679,-118.1897,317.2,2020-02-06,1821,77,288.2,D,2020-02-06 18:21:00,0,18,2,37,-1.0,-1.8369701987210294e-16,0.8660254037844386,0.5000000000000001,1,0.0,0.0,0,12.0,38,3.7,191,-32768.0,0.0,-0.0
33.9623,-117.4136,320.0,2020-02-06,1821,78,291.6,D,2020-02-06 18:21:00,0,18,2,37,-1.0,-1.8369701987210294e-16,0.8660254037844386,0.5000000000000001,1,0.0,0.0,0,12.1,37,3.8,17,,,
34.3597,-118.9679,306.9,2020-02-06,2136,36,294.4,D,2020-02-06 21:36:00,0,21,2,37,-0.7071067811865477,0.7071067811865475,0.8660254037844386,0.5000000000000001,1,4.7999999999999545,8.699999999999989,0,18.5,22,9.7,231,-32768.0,0.0,-0.0
39.8834,-122.0437,312.1,2020-02-06,2137,55,293.5,D,2020-02-06 21:37:00,0,21,2,37,-0.7071067811865477,0.7071067811865475,0.8660254037844386,0.5000000000000001,1,0.0,0.0,0,17.4,55,5.1,309,352.0245666503906,89.99760437011719,193.0050506591797
37.5042,-119.7469,307.2,2020-02-06,2137,65,287.4,D,2020-02-06 21:37:00,0,21,2,37,-0.7071067811865477,0.7071067811865475,0.8660254037844386,0.5000000000000001,1,0.0,0.0,0,10.5,53,4.0,280,,,
